영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명,도시명
Raivavae Airport ,라이바바에 공항,RVV,NTAV,대양주,French Plynesia,프랑스령폴리네시아,Raivavae,라이바베
Raja Bhoj,라자보 공항 ,BHO,VABP,아시아,India,인도,Bhopal,보팔
Raja Sansi Airport,라자 산시 공항,ATQ,VIAR,아시아,India,인도,Amritsar,암리차르
Rajahmundry Airport,라자문드리 공항,RJA,VORY,아시아,India,인도,Rajahmundry,라자문드리
Rajiv Gandhi International Airport ,라지브간디 국제공항 ,HYD,VOHS,아시아,India,인도,Hyderabad,하이데라바드
Rajkot Civil Airport,라지코트 시빌 공항,RAJ,VARK,아시아,India,인도,Rajkot,라즈콧
Raleigh-Durham International Airport,롤리 더럼 국제공항,RDU,KRDU,북미,United States,미국,Raleigh-Durham NC,롤리 더럼 NC
Ramenskoye Airport,Ramenskoye 공항,ZIA,UUBW,유럽,Russia,러시아,Moscow,모스크바
Ramon Airport,라몬 국제공항,ETM,LLER,중동,Israel,이스라엘,EILAT,아일랏
Ramon Villeda Morales International Airport,라몬 빌레다 모랄레스 공항,SAP,MHLM,중남미,Honduras,온두라스,San Pedro Sula,산페드로술라
Ramsar Airport,람사 공항,RZR,OINR,중동,Iran,이란,Ramsar,람사르
Rangiroa Airport,랑지로아 공항,RGI,NTTG,대양주,French Plynesia,프랑스령폴리네시아,Rangiroa,랑기로아
Ranong Airport,르농 공항,UNN,VTSR,아시아,Thailand,태국,Ranong,라농
Raroia Airport,라로아 공항,RRR,NTKO,대양주,French Plynesia,프랑스령폴리네시아,Raroia,라로아
Rarotonga International Airport,라로통가 국제공항,RAR,NCRG,대양주,Cook Islands,쿡 군도,Rarotonga,라로통가
Ras Al Khaimah International Airport,라스알카이마 국제공항,RKT,OMRK,중동,United Arab Emirates,UAE,Ral Al Khaimah,랄 알카이마
Rasht Airport,라슈트 공항,RAS,OIGG,중동,Iran,이란,Rasht,라슈트
Reao Island Airport,레아오 아일랜드 공항,REA,NTGE,대양주,French Plynesia,프랑스령폴리네시아,Reao,리오
Rebun Airport,레분 공항,RBJ,RJCR,아시아,Japan,일본,Rebun,리번
Redding Municipal Airport,레딩 시립 공항,RDD,KRDD,북미,United States,미국,Redding CA,레딩 CA
Regina International Airport,레지나 국제공항,YQR,CYQR,북미,Canada,캐나다,Regina SK,레지나 SK
Region de Murcia International Airport,무르시아 지역 국제공항,RMU,LEMI,유럽,Spain,스페인,MURCIA,무르시아
Reims Champagne Airport,랭스 샴페인 공항,RHE,LFSR,유럽,France,프랑스,Reims,랭스
Renaison Airport,르네쏭 공항,RNE,LFLO,유럽,France,프랑스,Roanne / Renaison,로앤 / 레니슨
Reno / Taho International Airport,리노 타호 국제공항,RNO,KRNO,북미,United States,미국,Reno NV,리노 NV
Resistencia International Airport,레시스텐시아 국제공항,RES,SARE,중남미,Argentina,아르헨티나,Resistencia,레지스탕시아
Reus Airport,레우스 공항,REU,LERS,유럽,Spain,스페인,Reus,로이스
Reykjavik Airport,레이캬비크 공항,RKV,BIRK,유럽,Iceland,아이슬란드,Reykjavik,레이캬비크
Rhein-Ruhr Airport,라인 루르 공항 ,DUS,EDDL,유럽,Germany,독일,Dusseldorf,뒤셀도르프
Richmond International Airport,리치먼드 국제공항,RIC,KRIC,북미,United States,미국,Richmond VA,리치먼드 VA
Rickenbacker Airport,리켄배커 공항,LCK,KLCK,북미,United States,미국,Columbus OH,콜럼버스 OH
Riga International Airport,리가 국제공항,RIX,EVRA,유럽,Latvia,라트비아,Riga,리가
Rijeka Airport,리예카 공항,RJK,LDRI,유럽,Croatia,크로아티아,Rijeka ,리예카
Rimatara Airport,리마타라 공항,RMT,NTAM,대양주,French Plynesia,프랑스령폴리네시아,Rimatara,리마타라
Rio de Janeiro International Airport ,리우데자네이루 국제공항 ,GIG,SBGL,중남미,Brazil,브라질,Rio De Janeiro,리우데자네이루
Rio Gallegos Internacional Airport ,리오가제고스 공항 ,RGL,SAWG,중남미,Argentina,아르헨티나,Rio Gallegos,리오 갈레고스
Rishiri Airport,리시리 공항,RIS,RJER,아시아,Japan,일본,Rishiri,리시리
Rivesaltes Airport,리베살테 공항,PGF,LFMP,유럽,France,프랑스,Perpignan,페르피냥
Rivne Airport,로브노 공항,RWN,UKLR,유럽,Ukraine,우크라이나,Rivne,리반
Rizhao Shanzihe Airport,일조 Shanzihe 공항,RIZ,ZSRZ,아시아,Macao,마카오,Rizhao,리자오
Roanoke Regional Airport / Woodrum Field,로어노크 지역공항 ,ROA,KROA,북미,United States,미국,Roanoke VA,로아노크 VA
Robin Hood Airport Doncaster Sheffield,로빈훗 돈캐스터 쉐필드,DSA,EGCN,유럽,United Kingdom,영국,Doncaster,돈캐스터
Rockhampton Airport,록햄프턴 공항,ROK,YBRK,대양주,Australia,오스트레일리아,Rockhampton,록햄프턴
Rodriguez Ballon Airport,로드리게즈 발롱 공항,AQP,SPQU,중남미,Peru,페루,Arequipa,아레키파
Roervik Airport,뢰르비크 공항,RVK,ENRM,유럽,Norway,노르웨이,Rorvik,로르비크
Rogue Valley International-Medford Airport,로그 밸리 국제공항,MFR,KMFR,북미,United States,미국,Medford OR,메드포드 OR
Rohnerville,Rohnerville 공항,XXY,KFOT,유럽,France,프랑스,Chelles / Le Pin,첼레스 / 르핀
Roi Et Airport ,로이 엣 공항,ROI,VTUV,아시아,Thailand,태국,Roi Et,ROI 등
Roland Garros Airport,롤런드 개로스 공항,RUN,FMEE,아프리카,Reunion,레위니옹,Saint-Denis,생드니
Roma Airport,로마 공항,RMA,YROM,대양주,Australia,오스트레일리아,Roma,로마
Ronald Reagan National Airport,로널드 레이건 위싱턴 내셔널 공항,DCA,KDCA,북미,United States,미국,Washington DC,워싱턴 DC
Ronaldsway Airport,로널즈웨이 공항,IOM,EGNS,유럽,United Kingdom,영국,Isle Of Man,맨 섬
Rooikop Airport,루우이콥 공항 ,WVB,FYWB,아프리카,Namibia,나미비아,Walvis Bay,월비스 만
Roros Airport,뢰로스 공항,RRS,ENRO,유럽,Norway,노르웨이,Roeros,로에로스
Roschino Airport,로치노 공항,TJM,USTR,유럽,Russia,러시아,Tyumen,튜멘
Rosh Pina Airport ,로쉬 피나 공항 ,RPN,LLIB,중동,Israel,이스라엘,Rosh Pina,로시 피나
Roskilde Airport,로스카일데 공항,RKE,EKRK,유럽,Denmark,덴마크,Copenhagen,코펜하겐
Rossvold Airport ,뢰스볼드 공항,MQN,ENRA,유럽,Norway,노르웨이,Mo i Rana,모이 라나
Rostov-na-Donu Airport,로스토프나도누 공항,ROV,URRR,유럽,Russia,러시아,Rostov,로스토프
Rota International Airport,로타 국제공항,ROP,PGRO,대양주,Northern Mariana Islands,북마리아나제도,Rota,로타
Rotterdam Airport,로테르담 공항,RTM,EHRD,유럽,Netherlands,네덜란드,Rotterdam,로테르담
Roumanires Airport,루마네레 공항,EGC,LFBE,유럽,France,프랑스,Bergerac,베르제라크
Rovaniemi Airport,로바니미 공항,RVN,EFRO,유럽,Finland,핀란드,Rovaniemi,로바니에미
Rowriah Airport,로우리앗 공항,JRH,VEJT,아시아,India,인도,Jorhat,조르햇
Roxas City Airport,록사 시티 공항,RXS,RPVR,아시아,Philippines,필리핀,Roxas,록사스
Ruben Berta Airport,루흐벤 베르타 공항,URG,SBUG,중남미,Brazil,브라질,Uruguaiana,우루과이아아나
Rudra Mata Airport,룬드라 마타 공항,BHJ,VABJ,아시아,India,인도,Bhuj,부즈
Rundu Airport,룬두 공항,NDU,FYRU,아프리카,Namibia,나미비아,Rundu,룬두
Ruoqiang Loulan Airport,루오 창 루란 공항,RQA,ZWRQ,아시아,Macao,마카오,Ruoqiang,뤄창
Rurutu Airport,루루투 공항,RUR,NTAR,대양주,French Plynesia,프랑스령폴리네시아,Rurutu,루루투
Ruzyne Airport,루이즈네 공항,PRG,LKPR,유럽,Czech Republic,체코 공화국,Prague,프라하
Sabadell Airport,사바델공항,QSA,LELL,유럽,Spain,스페인,Sabadell,사바델
Sabiha Gokcen International Airport,사비하 곡센 공항,SAW,LTFJ,유럽,Turkey,터키,Istanbul,이스탄불
Sabzevar Airport,Sabzevar 공항,AFZ,OIMS,중동,Iran,이란,Sabzevar,사브제바르
Sacheon Airport,사천 공항,HIN,RKPS,아시아,Republic of Korea,대한민국,Sacheon,사천
Sacramento Executive Airport,새크라멘토 익제큐티브 공항,SAC,KSAC,북미,United States,미국,Sacramento CA,새크라멘토 CA
Sacramento International Airport,새크라멘토 국제공항,SMF,KSMF,북미,United States,미국,Sacramento CA,새크라멘토 CA
Sadiq Abubakar III International Airport,다식 아브바카 더 서드 국제공항,SKO,DNSO,아프리카,Nigeria,나이지리아,Sokoto,소코토
Sado Airport,사도 공항,SDS,RJSD,아시아,Japan,일본,Sado,사도
Saga Airport,사가 공항,HSG,RJFS,아시아,Japan,일본,Saga,사가
Sahand Airport,사한드 공항,ACP,OITM,중동,Iran,이란,Sahand,사한드
Sahnewal Airport,사네왈 공항,LUH,VILD,아시아,India,인도,Ludhiana,루디아나
Saint Agnant Airport,생 타그낭 공항,RCO,LFDN,유럽,France,프랑스,Rochefort / Saint-Agnant,로슈포르 / 생 아그난트
Saint Etienne - Boutheon Airport,상악타엔 부데온 공항,EBU,LFMH,유럽,France,프랑스,Saint-Etienne,생테티엔
Saint Helena Airport,세인트 헬레나 공항,HLE,FHSH,아프리카,Saint Helena,세인트헬레나(영국령),Jamestown ,제임스타운
Saint Jacques Airport,생 쟈크 공항,RNS,LFRN,유럽,France,프랑스,Rennes,렌스
Saint John Airport,세인트존 공항,YSJ,CYSJ,북미,Canada,캐나다,St John NB,세인트 존 NB
Saint Louis Airport,세인트루이스 공항,XLS,GOSS,아프리카,Senegal,세네갈,St Louis,세인트루이스
Saint Pierre Airport,생 피에르 공항,FSP,LFVP,북미,Saint Pierre and Miquelon,생피에르미클롱,Saint-Pierre Pointe Blanche,생피에르 포인트 블랑쉬
Saint-Barthelemy Airport,산바드레미 공항,SBH,TFFJ,중남미,Saint Barthelemy,생바르텔레미,Saint Barthelemy,성 바르텔레미
Sainte Catherine Airport,생테 캐트린 공항,CLY,LFKC,유럽,France,프랑스,Calvi,칼비
Saint-Geoirs Airport ,생 쥐아즈 공항,GNB,LFLS,유럽,France,프랑스,Grenoble,그르노블
Saint-Laurent-du-Maroni Airport,생로랑뒤마로니 공항,LDX,SOOM,중남미,French Guiana,프랑스령기아나,Saint-Laurent-du-Maroni,생로랑뒤마로니
Saint-Yan Airport,세인트 얀 공항,SYT,LFLN,유럽,France,프랑스,Saint-Yan,생얀 주
Saipan International Airport,사이판 섬 국제공항,SPN,PGSN,대양주,Northern Mariana Islands,북마리아나제도,Saipan,사이판
Sais Airport ,사이스 공항,FEZ,GMFF,아프리카,Morocco,모로코,Fez,페즈
Sakon Nakhon Airport,사콘나콘 공항,SNO,VTUI,아시아,Thailand,태국,Sakon Nakhon,사콘나콘
Salalah Airport,살라라 공항,SLL,OOSA,중동,Oman,오만,Salalah,살랄라
Salam Airport,살람 공항,MVR,FKKL,아프리카,Cameroon,카메룬,Maroua,마루아
Salazar Airport,살라자르국제공항,TMS,FPST,아프리카,Sao Tome and Principe,상투메프린시페,Sao Tome,상투메
Salcea Airport,살샤 공항,SCV,LRSV,유럽,Romania,루마니아,Suceava,수체아바
Sale Airport,살레 공항 ,RBA,GMME,아프리카,Morocco,모로코,Rabat,라바트
Salem Airport,세일럼 공항,SXV,VOSM,아시아,India,인도,Salem,세일럼
Salerno Airport ,살레르노 공항,QSR,LIRI,유럽,Italy,이탈리아,Salerno,살레르노
Salgado Filho Airport,살라도 핀호 공항,POA,SBPA,중남미,Brazil,브라질,Porto Alegre,포르투 알레그레
Salt Lake City International Airport,솔트레이크 시티 국제공항,SLC,KSLC,북미,United States,미국,Salt Lake City UT,솔트레이크시티 UT
Salvaza Airport,살바자 공항,CCF,LFMK,유럽,France,프랑스,Carcassonne,카르카손
Sam Ratulangi International Airport,삼 라투라기 국제공항,MDC,WAMM,아시아,Indonesia,인도네시아,Manado,마나도
Samana El Catey International Airport,사마냐 엘카티 국제공항,AZS,MDCY,중남미,Dominican Republic,도미니카공화국,Samana,사마나
Samarkand Airport,사마르칸트 공항,SKD,UTSS,아시아,Uzbekistan,우즈베키스탄,Samarkand,사마르칸트
Sambre Airport,삼브르 공항,IXG,VABM,아시아,India,인도,Belgaum,벨가움
Samos International Airport ,사모스 국제공항 ,SMI,LGSM,유럽,Greece,그리스,Samos,사모스
Samui Airport,사무이 공항,USM,VTSM,아시아,Thailand,태국,Ko Samui,코사무이
San Antonio International Airport,샌안토니오 국제공항,SAT,KSAT,북미,United States,미국,San Antonio TX,샌안토니오 TX
San Carlos De Bariloche International Airport,산카를로스데바릴로체 국제공항,BRC,SAZS,중남미,Argentina,아르헨티나,San Carlos De Bariloche,산 카를로스 데 바릴로체
San Diego International Airport ,샌디에이고 국제공항 ,SAN,KSAN,북미,United States,미국,San Diego CA,샌디에이고 CA
San Fernando International Airport,산페르난도 국제공항,FDO,SADF,중남미,Argentina,아르헨티나,San Fernando,산페르난도 주
San Francisco Airport,샌프란시스코 공항,SQD,SPSF,아시아,Macao,마카오,Shangrao,샹그라오
San Francisco International Airport,산프란시스코 국제공항,SFO,KSFO,북미,United States,미국,San Francisco CA,샌프란시스코 CA
San Javier Airport,산자비에 공항,MJV,LELC,유럽,Spain,스페인,Murcia,무르시아
San Jeronimo Airport,산 제로니모 공항,MTR,SKMR,중남미,Colombia,콜롬비아,Monteria,몬테리아
San Jose Airport,산 호세 공항,SJI,RPUH,아시아,Philippines,필리핀,San Jose,산호세
San Jose del Guaviare Airport,산호세델구아비아로 공항,SJE,SKSJ,중남미,Colombia,콜롬비아,San Jose del Guaviare,산호세 델 과비아레
San Juan Airport,산후안 공항,UAQ,SANU,중남미,Argentina,아르헨티나,San Juan,산후안
San Luis Airport,산루이스 공항,IPI,SKIP,중남미,Colombia,콜롬비아,Ipiales/Aldana,이피알레스/올다나
San Luis Airport,산루이스 공항,LUQ,SAOU,중남미,Argentina,아르헨티나,San Luis,산루이스
San Luis County Regional Airport,산 루이스 오비스포 카운티 지역공항,SBP,KSBP,북미,United States,미국,San Luis Obispo CA,산루이스 오비스포 CA
San Nicolas Airport,산 니콜라스 공항,RIM,SPLN,중남미,Peru,페루,Mendoza ,멘도사
San Sebastian Airport,산세바스티안 공항,EAS,LESO,유럽,Spain,스페인,San Sebastian,산세바스티안
San Vicente Airport,산 비센테 공항,SWL,RPSV,아시아,Philippines,필리핀,San Vicente,산비센테 주
Sanandaj Airport,사난다 공항,SDG,OICS,중동,Iran,이란,Sanandaj,사난다지
Sandakan Airport,산다칸 공항,SDK,WBKS,아시아,Malaysia,말레이시아,Sandakan,산다칸
Sandane Airport ,산다네 공항,SDN,ENSD,유럽,Norway,노르웨이,Sandane,산데인
Sandefjord Airport,사네피오르 공항,TRF,ENTO,유럽,Norway,노르웨이,Sandefjord,산데피오르
Sanford International Airport,샌포드 국제공항,SFB,KSFB,북미,United States,미국,Sanford FL,샌퍼드 FL
Sanganeer Airport,상그니어 공항,JAI,VIJP,아시아,India,인도,Jaipur,자이푸르
Sanga-Sanga Airport,상가-상가 공항,TWT,RPMN,아시아,Philippines,필리핀,Bongao,봉가오
Sangster International Airport,상스터 국제공항,MBJ,MKJS,중남미,Jamaica,자메이카,Montego Bay,몬테고 만
Sania Ramel Airport,사니아 라멜 공항,TTU,GMTN,아프리카,Morocco,모로코,Tetouan,테투안
Sanlıurfa GAP Airport,산리우르파 GAP 공항,GNY,LTCS,유럽,Turkey,터키,Sanliurfa,산리우르파
Sanming Shaxian Airport,Sanming Shaxian 공항,SQJ,ZSSM,아시아,Macao,마카오,Sanming,싼밍
Sant Egidio Airport,산트 에디지오 공항,PEG,LIRZ,유럽,Italy,이탈리아,Perugia,페루자
Santa Barbara Municipal Airport,산타바바라 시공항,SBA,KSBA,북미,United States,미국,Santa Barbara CA,샌타바버라 CA
Santa Genoveva Airport,산타 제노베바 공항,GYN,SBGO,중남미,Brazil,브라질,Goiania,고이아니아
Santa Isabel Airport,산타 이사벨 공항,SSG,FGSL,아프리카,Equatorial Guinea,적도 기니,Malabo,말라보
Santa Maria Airport,산타마리아 공항,AJU,SBAR,중남미,Brazil,브라질,Aracaju,아라카주
Santa Maria Public Airport ,산타마리아 퍼블릭 공항,SMX,KSMX,북미,United States,미국,Santa Maria CA,산타 마리아 CA
Santa Rosa Airport,산타로사 공항,RSA,SAZR,중남미,Argentina,아르헨티나,Santa Rosa,산타 로사
Santaguida Airport,산타구이다 공항,MZL,SKMZ,중남미,Colombia,콜롬비아,Manizales,마니살레스
Santander Airport,산탄데 공항,SDR,LEXJ,유럽,Spain,스페인,Santander,산탄데르
Santarem-Maestro Wilson Fonseca Airport,Santarem-Maestro 윌슨폰세카 공항,STM,SBSN,중남미,Brazil,브라질,Santarem,산타렘 주
Santiago de Compostela Airport - Lavacolla ,산티아고 공항,SCQ,LEST,유럽,Spain,스페인,Santiago de Compostela,산티아고 데 콤포스텔라
Santiago Municipal Airport,산티아고 시공항,STI,MDST,중남미,Dominican Republic,도미니카공화국,Santiago de los Caballeros,산티아고 데 로스 카바예로스
Santiago Perez Airport,산티아고 페레즈 공항,AUC,SKUC,중남미,Colombia,콜롬비아,Arauca,아라우카
Santiago Vila Airport,산티아고 빌랴 공항,GIR,SKGI,중남미,Colombia,콜롬비아,Girardot/Flandes,지라도트/플랜즈
Santorini National Airport,산토리니 내셔널 공항,JTR,LGSR,유럽,Greece,그리스,Santorini/Thira,산토리니/티라
Santos Dumont Regional Airport,산투스 뒤몬트 지역공항,SDU,SBRJ,중남미,Brazil,브라질,Rio De Janeiro,리우데자네이루
Sanya Phonix International Airport ,산야 피닉스 국제공항 ,SYX,ZGSY,아시아,Macao,마카오,Sanya,산야
Sao Filipe Airport,상 필리페 공항,SFL,GVSF,아프리카,Cabo Verde,카보베르데,Sao Felipe,상 펠리페
Sao Jorge Airport,상 호르헤 공항,SJZ,LPSJ,유럽,Portugal,포르투갈,Calheta,칼헤타
Sao Jose do Rio Preto Airport,사오호세도리오프레토 공항,SJP,SBSR,중남미,Brazil,브라질,Sao Jose Do Rio Preto,산호세 도 리오 프레토
Sao Jose dos Campos Regional Airport,사오호세도스캄포스 지역공항,SJK,SBSJ,중남미,Brazil,브라질,Sao Jose Dos Campos,산호세 도스 캄포스
Sao Pedro Airport,산페드로 공항,VXE,GVSV,아프리카,Cabo Verde,카보베르데,Sao Vicente,사오비센테
Saransk Airport,사란스크 공항,SKX,UWPS,유럽,Russia,러시아,Saransk ,사란스크
Sarasota-Bradenton International Airport,새러소타 브레이든턴 국제공항,SRQ,KSRQ,북미,United States,미국,Sarasota FL,사라소타 FL
Sardar Vallabhbhai Patel International Airport,사다르 발랍하이 파텔 국제공항 ,AMD,VAAH,아시아,India,인도,Ahmedabad,아메다바드
Saskatoon / John G. Diefenbaker International Airport,사스카툰 존 G. 디이픈베이커 국제공항,YXE,CYXE,북미,Canada,캐나다,Saskatoon SK,사스카툰 SK
Satu Mare International Airport,사투마레 국제공항,SUJ,LRSM,유럽,Romania,루마니아,Satu Mare,사투 마레
Satwari Airport,사트와리 공항,IXJ,VIJU,아시아,India,인도,Jammu,잠무
Saul Airport,사울 공항,XAU,SOOS,중남미,French Guiana,프랑스령기아나,Saul,사울
Saumur Saint-Florent Airport,소뮈르 생 플로랑 공항,XSU,LFOD,유럽,France,프랑스,Saumur / Saint-Florent,Saumur / 생플로랑
Savannah / Hilton Head Airport,서배너 힐튼 헤드 공항,SAV,KSAV,북미,United States,미국,Savannah GA,사바나 GA
Savonlinna Airport,사본리나 공항,SVL,EFSA,유럽,Finland,핀란드,Savonlinna,사본린나
Sayak Airport,Sayak 공항,IAO,RPNS,아시아,Philippines,필리핀,Siargao Island,시아르가오 섬
Scandinavian Mountains Airport,스칸디나비아 산맥 공항,SCR,ESKS,유럽,Sweden,스웨덴,Malung-Salen ,말룽살렌
Scatsta Airport,스캐스타 공항,SCS,EGPM,유럽,United Kingdom,영국,Scatsta,스캐트스타
Schiphol Airport,스키폴 공항,AMS,EHAM,유럽,Netherlands,네덜란드,Amsterdam,암스테르담
Schoenefeld International Airport ,쉐너펠트 국제공항 ,SXF,EDDB,유럽,Germany,독일,Berlin,베를린
Sde Dov Airport ,시드 도브 공항 ,SDV,LLSD,중동,Israel,이스라엘,Tel-Aviv,텔아비브
Seattle Tacoma International Airport,시애틀 타코마 국제공항,SEA,KSEA,북미,United States,미국,Seattle WA,시애틀 워싱턴
Seeb International Airport,시이브 국제공항,MCT,OOMS,중동,Oman,오만,Muscat,무스카트
Sehwan Sharif Airport,스환 쉐리프 공항,SYW,OPSN,아시아,Pakistan,파키스탄,Sehwan Sharif,세환 샤리프
Selebi-Phikwe Airport,셀레비-피크베 지역공항,PKW,FBSP,아프리카,Botswana,보츠와나,Selebi Phikwe,셀레비 피케
Semnan Municipal Airport,셈난 시립 공항,SNX,OIIS,중동,Iran,이란,Semnan,셈난
Senador Petronio Portella Airport,세나됴 페트로니오 포르텔라 공항,THE,SBTE,중남미,Brazil,브라질,Teresina,테레시나
Sendai Airport,센다이 공항,SDJ,RJSS,아시아,Japan,일본,Sendai,센다이
Senou Airport,세노우 공항,BKO,GABS,아프리카,Mali,말리,Bamako,바마코
Sepinggan International Airport,세펭간 국제공항,BPN,WALL,아시아,Indonesia,인도네시아,Balikpapan,발리크파판
Servel Airport,세르벨 공항,LAI,LFRO,유럽,France,프랑스,Lannion,라니온
Sevilla Airport,세빌리아 산 파블로 공항,SVQ,LEZL,유럽,Spain,스페인,Sevilla,세비야
Seychelles International Airport,세이셸 국제공항,SEZ,FSIA,아프리카,Seychelles,세이셸,Victoria,빅토리아 주
Shache Airport,샤시 공항,QSZ,ZWSC,아시아,Macao,마카오,Shache,샤슈
Shahid Ashrafi Esfahani Airport,사히드 아쉬라피 에스파하니 공항,KSH,OICC,중동,Iran,이란,Kermanshah,케르만샤
Shahid Sadooghi Airport,사히드 사두히 공항,AZD,OIYY,중동,Iran,이란,Yazd,야즈드
Shahrekord Airport,샤레크코드 공항,CQD,OIFS,중동,Iran,이란,Shahrekord,샤레코드
Shahroud Airport,Shahroud 공항,RUD,OIMJ,중동,Iran,이란,Shahrud,샤루드
Shaikh Zayed International Airport,쉐이크 제에드 국제공항,RYK,OPRK,아시아,Pakistan,파키스탄,Rahim Yar Khan,라힘 야르 칸
Shannon International Airport,섀넌 국제공항,SNN,EINN,유럽,Ireland,아일랜드,Shannon,섀넌
Shantou Airport,산터우 공항,SWA,ZGOW,아시아,Hong Kong,홍콩,Jieyang Chaoshan,제양 차오산
Shaoyang Wugang Airport,Shaoyang Wugang Airport,WGN,ZGSY,아시아,Macao,마카오,Shaoyang,사오양 주
Sharjah International Airport,샤르자 /샤져 국제공항,SHJ,OMSJ,중동,United Arab Emirates,UAE,Sharjah,샤르자
Sharorah Domestic Airport ,샤오러 국내공항,SHW,OESH,중동,Saudi Arabia,사우디아라비아,Sharurah,샤루라
Shennongjia Hongping Airport,Shennongjia Hongping Airport,HPG,ZHSN,아시아,Macao,마카오,Shennongjia,선농자
Shenyang Taoxian International Airport,선양 타오시안 국제공항,SHE,ZYTX,아시아,Macao,마카오,Shenyang City,선양 시
Shenzhen Baoan International Airport,쉔젠 바오안 국제공항,SZX,ZGSZ,아시아,Macao,마카오,Shenzhen,선전
Sheremetyevo International Airport,세레메티에포 국제공항,SVO,UUEE,유럽,Russia,러시아,Moscow,모스크바
Shigatse Peace Airport,시가 트 평화 공항,RKZ,ZURK,아시아,Macao,마카오,Xigaze,시가제
Shihezi Huayuan Airport,시하쯔 화원 공항,SHF,ZWHZ,아시아,Macao,마카오,Shihezi,시허쯔
Shillong Airport ,실롱 공항,SHL,VEBI,아시아,India,인도,Shillong,신룽
Shimla Airport,심라 공항,SLV,VISM,아시아,India,인도,Jubbarhatti,주바르하티
Shimojishima Airport,시모지시마 공항,SHI,RORS,아시아,Japan,일본,Miyakojima,미야코지마
Shirak International Airport,쉬락 국제공항,LWN,UDSG,유럽,Armenia,아르메니아,Gyumri,규리
Shiraz International Airport ,쉬라즈 국제공항 ,SYZ,OISS,중동,Iran,이란,Shiraz,시라즈
Shirdi Airport,셔디 국제공항,SAG,VASD,아시아,India,인도,KAKADI,카카디
Shively Airport,샤이블리 공항,SAA,KSAA,아시아,Philippines,필리핀,Guiuan,구이안
Shiyan Wudangshan Airport,시얀 우당산 공항,WDS,ZHSY,아시아,Macao,마카오,Shiyan,스옌
Shizuoka Airport,시즈오카 공항,FSZ,RJNS,아시아,Japan,일본,Shizuoka,시즈오카
Sholapur Airport,솔라푸르 공항,SSE,VASL,아시아,India,인도,solapur,솔라푸르
Shonai Airport,쇼나이 공항,SYO,RJSY,아시아,Japan,일본,Shonai,쇼나이
Shoreham Airport ,쇼햄 공항,ESH,EGKA,유럽,United Kingdom,영국,Brighton,브라이튼
Shpakovskoye Airport,쉬파코프스키에 공항,STW,URMT,유럽,Russia,러시아,Stavropol,스타브로폴
Shreveport Regional Airport,슈리브포트 공항,SHV,KSHV,북미,United States,미국,Shreveport LA,슈리브포트 LA
Sialkot International Airport,시알 코트 국제 공항,SKT,OPST,아시아,Pakistan,파키스탄,Sialkot,시알코트
Siauliai International Airport,시아울리에 국제공항,SQQ,EYSA,유럽,Lithuania,리투아니아,Siauliai,시아울라이
Sibiu International Airport,시비우 국제공항,SBZ,LRSB,유럽,Romania,루마니아,Sibiu,시비우
Sibu Airport,시부 공항,SBW,WBGS,아시아,Malaysia,말레이시아,Sibu,시부
Sibulan Airport,시불란 공항,DGT,RPVD,아시아,Philippines,필리핀,Dumaguete,두마게테
Sierra Maestra Airport,시에라 마에스트라 공항,MZO,MUMZ,중남미,Cuba,쿠바,Manzanillo ,만자니요
Sihanoukville International Airport,시하눅빌 국제 공항,KOS,VDSV,아시아,Cambodia,캄보디아,Sihanouk Ville,시아누크 빌
Siirt Airport,시이르트 공항,SXZ,LTCL,유럽,Turkey,터키,Siirt,시어트
Silangit Airport,Silangit 공항,DTB,WIMN,아시아,Indonesia,인도네시아,Siborong-Borong,시보롱보롱
Silvio Pettirossi Airport,실비오 페트로씨 공항,ASU,SGAS,중남미,Paraguay,파라과이,Asuncion,아순시온
Simao Airport,쓰마오 공항,SYM,ZPSM,아시아,Macao,마카오,Simao,시마오
Simferopol Airport,심페로폴 공항,SIP,UKFF,유럽,Russia,러시아,Simferopol,심페로폴
Simon Bolivar Airport,시몬 볼리바 공항,SMR,SKSM,중남미,Colombia,콜롬비아,Santa Marta,산타 마르타
Simon Bolivar International Airport,시몬 볼리바 국제공항,GYE,SEGU,중남미,Ecuador,에콰도르,Guayaquil,과야킬
Simon Bolivar International Airport ,시몬 볼리바 국제공항 ,CCS,SVMI,중남미,Venezuela,베네수엘라,Caracas,카라카스
Simpang Tiga Airport ,심팡 티가 공항 ,PKU,WIBB,아시아,Indonesia,인도네시아,Pekanbaru,페칸바루
Singerbhil Airport,싱거힐 공항,IXA,VEAT,아시아,India,인도,Agartala,아가르타라
Sinop Airport,시놉 공항,NOP,LTCM,유럽,Turkey,터키,Sinop,시놉
Sion Airport,시온 공항,SIR,LSGS,유럽,Switzerland,스위스,Sion,시온
Sioux Falls Regional Airport ,수폴스 지역공항 ,FSD,KFSD,북미,United States,미국,Sioux Falls SD,수족 폭포 SD
Sioux Gateway Airport,슈 게이트웨이 공항,SUX,KSUX,북미,United States,미국,Sioux City IA,수족시 IA
Sir Bani Yas Airport,서바니야스 공항,XSB,OMBY,중동,United Arab Emirates,UAE,ABU DHABI,아부다비
